66,2274
11,6163
16,4904
16,926
9,743
3,288
461,6208
20,1735
479,193
4,2772
203,3116
124,9381
21,324
36,5747
152,1268
12,12179
182,211
37,3330
34,687
16,755
13,1556
29,1902
7,10851
135,30783
229,9447
13,241
10,245
15,238
8,951
38,257
13,329
103,692
3,255
13,631
12,4689
40,1335
67,173
37,377
236,4676
127,207
13,1212
38,377
25,534
7,429
27,15295
49,1827
81,5082
10,2529
23,679
29,265
25,22742
15,11356
344,1442
16,2758
15,783
10,4924
8,219
14,451
39,4035
21,2771
115,476
9,752
24,4083
30,285
12,1717
89,3669
3,842
64,3758
147,542
10,238
49,858
51,500
15,204
76,1879
49,238
601,5278
23,1446
3,465
18,742
47,465
10,1760
21,435
61,2277
139,3525
12,450
24,3287
13,8387
8,2367
12,286
30,51690
26,2434
103,6101
8,346
33,2220
20,6848
14,7413
38,7545
53,2612
206,5257
20,2522
8,583
67,8598
13,7126
5,683
17,1934
907,10936
2,430
48,9644
133,16583
3,221
46,1123
23,2282
66,604
57,268
18,991
177,4521
51,5510
4,5502
28,238
75,2392
13,627
33,48248
31,1004
5,968
28,252
6,6611
13,424
6,713
59,202
2,217
53,7148
38,4147
13,269
216,559
47,6628
110,479
104,147
4,1169
11,644
4,439
129,7439
135,858
39,3378
15,275
129,5074
65,1147
167,7716
90,8551
113,1252
16,3651
13,11375
12,5916
39,7344
21,7411
2,2142
65,283
5,565
97,265
6,966
39,459
17,4203
6,246
31,3671
97,449
55,846
235,453
6,1148
10,5887
149,3891
6,643
9,295
64,174
22,741
9,1299
4,383
123,781
11,336
221,13398
3,5373
40,365
18,999
40,7567
40,2308
14,1743
31,1
631,2944
25,290
6,1194
17,298
131,10779
44,1751
227,887
8,432
112,1562
45,9294
122,3725
7,178
6,807
198,8548
43,6830
57,362
50,2204
48,445
56,2728
39,479
22,2154
9,2445
34,1746
5,661
11,353
19,2512
185,74556
6,2905
159,1759
64,1160
8,477
346,19954
7,1171
101,1261
182,837
30,824
138,2689
7,29630
11,148
132,5548
8,231
9,279
11,3214
89,1624
9,240
11,1738
22,12936
81,1177
11,5486
27,1589
16,1466
14,1077
16,268057
75,7094
11,1109
12,253
140,238
21,217
175,871
20,184
11,348
17,8002
160,556
14,266
11,3774
11,442
41,470
22,4414
59,7982
10,428
24,3277
679,189
9,2139
153,3253
21,468
211,160
39,334
11,200
66,2274
11,6163
16,4904
16,926
9,743
3,288
461,6208
20,1735
479,193
4,2772
203,3116
124,9381
21,324
36,5747
152,1268
12,12179
182,211
37,3330
34,687
16,755
13,1556
29,1902
7,10851
135,30783
229,9447
13,241
10,245
15,238
8,951
38,257
13,329
103,692
3,255
13,631
12,4689
40,1335
67,173
37,377
236,4676
127,207
13,1212
38,377
25,534
7,429
27,15295
49,1827
81,5082
10,2529
23,679
29,265
25,22742
15,11356
344,1442
16,2758
15,783
10,4924
8,219
14,451
39,4035
21,2771
115,476
9,752
24,4083
30,285
12,1717
89,3669
3,842
64,3758
147,542
10,238
49,858
51,500
15,204
76,1879
49,238
601,5278
23,1446
3,465
18,742
47,465
10,1760
21,435
61,2277
139,3525
12,450
24,3287
13,8387
8,2367
12,286
30,51690
26,2434
103,6101
8,346
33,2220
20,6848
14,7413
38,7545
53,2612
206,5257
20,2522
8,583
67,8598
13,7126
5,683
17,1934
907,10936
2,430
48,9644
133,16583
3,221
46,1123
23,2282
66,604
57,268
18,991
177,4521
51,5510
4,5502
28,238
75,2392
13,627
33,48248
31,1004
5,968
28,252
6,6611
13,424
6,713
59,202
2,217
53,7148
38,4147
13,269
216,559
47,6628
110,479
104,147
4,1169
11,644
4,439
129,7439
135,858
39,3378
15,275
129,5074
65,1147
167,7716
90,8551
113,1252
16,3651
13,11375
12,5916
39,7344
21,7411
2,2142
65,283
5,565
97,265
6,966
39,459
17,4203
6,246
31,3671
97,449
55,846
235,453
6,1148
10,5887
149,3891
6,643
9,295
64,174
22,741
9,1299
4,383
123,781
11,336
221,13398
3,5373
40,365
18,999
40,7567
40,2308
14,1743
31,1
631,2944
25,290
6,1194
17,298
131,10779
44,1751
227,887
8,432
112,1562
45,9294
122,3725
7,178
6,807
198,8548
43,6830
57,362
50,2204
48,445
56,2728
39,479
22,2154
9,2445
34,1746
5,661
11,353
19,2512
185,74556
6,2905
159,1759
64,1160
8,477
346,19954
7,1171
101,1261
182,837
30,824
138,2689
7,29630
11,148
132,5548
8,231
9,279
11,3214
89,1624
9,240
11,1738
22,12936
81,1177
11,5486
27,1589
16,1466
14,1077
16,268057
75,7094
11,1109
12,253
140,238
21,217
175,871
20,184
11,348
17,8002
160,556
14,266
11,3774
11,442
41,470
22,4414
59,7982
10,428
24,3277
679,189
9,2139
153,3253
21,468
211,160
39,334
11,200
66,2274
11,6163
16,4904
16,926
9,743
3,288
461,6208
20,1735
479,193
4,2772
203,3116
124,9381
21,324
36,5747
152,1268
12,12179
182,211
37,3330
34,687
16,755
13,1556
29,1902
7,10851
135,30783
229,9447
13,241
10,245
15,238
8,951
38,257
13,329
103,692
3,255
13,631
12,4689
40,1335
67,173
37,377
236,4676
127,207
13,1212
38,377
25,534
7,429
27,15295
49,1827
81,5082
10,2529
23,679
29,265
25,22742
15,11356
344,1442
16,2758
15,783
10,4924
8,219
14,451
39,4035
21,2771
115,476
9,752
24,4083
30,285
12,1717
89,3669
3,842
64,3758
147,542
10,238
49,858
51,500
15,204
76,1879
49,238
601,5278
23,1446
3,465
18,742
47,465
10,1760
21,435
61,2277
139,3525
12,450
24,3287
13,8387
8,2367
12,286
30,51690
26,2434
103,6101
8,346
33,2220
20,6848
14,7413
38,7545
53,2612
206,5257
20,2522
8,583
67,8598
13,7126
5,683
17,1934
907,10936
2,430
48,9644
133,16583
3,221
46,1123
23,2282
66,604
57,268
18,991
177,4521
51,5510
4,5502
28,238
75,2392
13,627
33,48248
31,1004
5,968
28,252
6,6611
13,424
6,713
59,202
2,217
53,7148
38,4147
13,269
216,559
47,6628
110,479
104,147
4,1169
11,644
4,439
129,7439
135,858
39,3378
15,275
129,5074
65,1147
167,7716
90,8551
113,1252
16,3651
13,11375
12,5916
39,7344
21,7411
2,2142
65,283
5,565
97,265
6,966
39,459
17,4203
6,246
31,3671
97,449
55,846
235,453
6,1148
10,5887
149,3891
6,643
9,295
64,174
22,741
9,1299
4,383
123,781
11,336
221,13398
3,5373
40,365
18,999
40,7567
40,2308
14,1743
31,1
631,2944
25,290
6,1194
17,298
131,10779
44,1751
227,887
8,432
112,1562
45,9294
122,3725
7,178
6,807
198,8548
43,6830
57,362
50,2204
48,445
56,2728
39,479
22,2154
9,2445
34,1746
5,661
11,353
19,2512
185,74556
6,2905
159,1759
64,1160
8,477
346,19954
7,1171
101,1261
182,837
30,824
138,2689
7,29630
11,148
132,5548
8,231
9,279
0,2720
22,4502
10,1018
14,3072
7,1301
54,477
4,4679
12,208
73,1091
17,2191
59,12298
169,431
18,4677
63,4322
101,505
22,360
111,26288
6,888
97,3123
52,6442
83,3067
147,3071
13,590
20,686
39,5155
205,7529
15,2935
97,10514
46,3270
11,2144
29,1711
9,1802
117,2805
26,7449
168,415610
128,26691
18,7663
464,944
36,385
10,445
114,571
41,2079
4,3180
30,2668
15,5214
10,1601
13,1649
15,618
104,4182
62,5877
140,559
24,4961
9,5360
14,1429
32,257
6,2362
141,3821
27,3233
494,2096
13,1735
11,2203
7,2039
35,1411
59,4425
13,2428
118,1085
26,935
197,8160
32,352
51,440
21,523
8,7754
24,2888
29,2292
173,16347
4,476
224,5761
17,1470
170,498
12,7251
10,3888
50,2835
13,1617
70,1612
18,302
23,12871
19,215
8,2258
16,3055
12,3576
27,426
7,432
32,711
256,58386
44,1961
15,1904
2,1192
30,2279
18,203
6,1013
53,1143
19,1058
221,10195
9,1170
4,443
10,10781
11,944
5,1532
82,4276
376,330
88,648
6,252
13,5295
41,719
11,973
7,480
233,18759
479,1622
1061,32389
80,280
35,435
135,174
207,458
14,1731
48,1038
312,212
67,1133
19,1792
154,15784
33,3915
17,7675
52,1516
41,1178
67,1923
19,205
176,6257
52,6010
49,7592
33,12812
39,443
77,4376
134,1611
32,3080
148,7677
11,216
54,790
44,2390
11,296
50,3994
7,4005
7,174
19,4696
58,282
0,6437
17,200
21,459
15,240
45,325
235,4804
31,1
119,661
18,2880
12,3303
19,7327
223,206
489,6692
17,960
8,1661
108,2051
29,1401
20,556
6,290
43,282
7,5947
12,3493
44,1665
35,1
62,454
25,720
26,1547
10,17112
438,5647
157,6030
12,291
65,1486
69,822
319,4329
7,232
100,7210
38,1979
12,681
191,7910
26,4676
65,339
9,5336
23,3061
52,1247
25,419
19,5697
7,1351
11,2236
10,181
9,637
74,3448
53,6192
88,4303
10,2936
15,1352
17,2280
13,353
28,209
48,6259
24,10554
15,4191
92,1459
21,5212
3,1047
176,4183
15,2150
116,2739
7,345
12,726
80,859
11,13624
8,715
8,490
22,663
11,3036
3,207
215,4417
23,2056
20,1712
19,737
564,7731
45,2849
12,1268
110,381
7,2191
4,3028
13,41053
37,1910
64,1684
9,29127
53,989
67,8166
57,8411
22,6250
80,951
19,8392
3,16925
75,4352
27,3397
10,2849
46,1
36,1523
35,221
35,13171
8,4767
21,413
9,4107
7,387
10,827
9,1998
2,563
10,2008
30,3319
55,196
234,2911
77,242
91,7391
8,2467
11,186
80,18602
45,7413
36,585
5,194
37,528
82,2455
146,322
124,203
39,453
24,809
55,2067
45,11197
12,1038
16,4292
15,192
64,1728
4,3797
84,235
71,244
94,1463
65,1557
89,959
55,3199
782,3686
113,780
4,377
19,573
85,1029
148,5712
207,228
14,271
29,1395
215,208
6,795
0,3753
3,168
20,710
23,1535
9,23211
50,1908
28,2395
5,681
43,418
165,32223
48,235
19,6524
56,6274
29,3580
41,663
63,467
13,414
28,2825
17,2215
82,4201
101,965
263,26120
12,10251
3,194
39,15419
31,8373
142,3022
17,114132
38,3156
25,2664
11,1667
3,742
143,8371
7,11311
9,1847
66,877
25,710
711,3379
88,4119
23,2284
51,452
106,8764
190,2460
183,2070
197,265
12,537
15,511
9,315
10,1460
24,1870
15,257
119,463
112,1057
159,7916
11,1884
7,932
59,855
139,1724
0,4698
26,1511
58,1689
23,772
7,352
71,4169
23,3688
91,4167
63,13146
14,295
57,731
60,594
198,301
86,313
6,354
28,1965
109,3328
198,274
283,2396
20,255
6,450
6,1685
7,288
10,3988
0,937
98,864
34,944
182,1498
34,191
20,2070
20,260
9,6166
7,493
7,366
22,496
21,564
186,3825
185,6159
59,577
23,385
331,2391
22,615
180,1936
425,404818
108,6228
157,3597
22,1283
0,1253
18,447
21,2427
17,4268
51,7611
381,1568
32,305
12,501
25,608
293,2675
164,5339
53,4974
117,28480
82,539
68,1490
4,547
7,16096
479,211
14,259
5,421
49,1654
39,3268
18,748
21,8904
4,377
76,5876
60,17039
149,262
102,2809
35,170
17,3625
130,2046
16,1230
7,8317
16,2114
43,2383
15,7344
75,592
16,1764
16,2613
17,2873
55,4451
64,4834
114,2180
49,1
29,625
324,22324
150,2037
12,1518
99,3764
9,793
5,1028
133,2391
134,461
201,23240
44,1798
105,212
55,3266
22,280
20,655
7,3068
9,6509
13,789
21,2148
13,294
689,540
9,925
22,559
153,18400
5,1669
14,3430
42,2496
284,680
4,5102
83,749
9,1255
68,1209
67,239
6,1990
22,2132
59,4174
11,452
85,1368
8,236
51,1025
33,437
36,1774
4,369
99,9557
94,161
163,2949
43,717
19,717
5,327
9,2304
46,22315
8,3626
17,702
7,518
24,11346
200,17182
71,1078
19,2484
43,1392
6,2369
141,457
39,743
19,7553
25,4915
208,640
42,15638
42,6240
18,9180
157,273
18,2509
33,686
25,511
7,3582
4,3533
29,385
96,968
0,5920
7,451
53,4093
5,961
8,210
671,3219
0,986
3,1736
8,2021
83,1181
4,1124
71,7663
10,28416
17,3395
79,2620
180,3195
9,43814
21,7888
98,8847
14,678
67,300
10,263
8,855
13,7582
39,271
5,5011
485,2013
56,225
60,2194
83,279
126,14421
7,1012
11,429
33,6110
28,523
18,15774
43,5030
61,471
24,300
159,221
13,2085
10,2089
52,2036
14,1029
11,944
157,502
9,198
21,1632
5,1980
18,515
14,2582
139,549
24,261
13,999
11,13184
50,3889
5,27753
59,2148
157,435
457,16872
16,3016
77,7600
87,2558
24,5734
160,10408
0,414
20,1156
8,1820
11,1115
6,1702
14,450
13,4521
7,1249
8,5692
5,14475
105,4927
16,4031
7,386
381,377
58,1503
408,3729
581,112008
42,1010
40,784
61,206
11,1654
30,5253
8,2546
13,1
25,955
20,10151
28,2888
8,1100
49,782
39,2971
62,1201
134,254
51,155
103,15319
321,6703
200,7072
18,273
25,3381
96,775
33,2531
6,584
72,314
74,182
130,2853
12,625
8,770
5,214
160,3015
25,611
21,12009
5,925
50,231
14,383
60,8909
7,189
12,7103
13,2281
24,547
14,223
12,222
279,2403
27,560
433,7146
66,263
13,1569
11,277
87,2623
47,246
10,859
35,3435
134,3319
5,4341
12,486
12,306
11,2427
18,61108
16,1109
83,2962
9,976
67,722
6,1807
3,7093
23,2142
87,344
85,369
25,3316
5,237
12,254
8125,3726
108,1318
10,986
11,61354
59,220
91,1325
15,224
136,2147
115,4801
48,2800
77,1563
46,2504
55,9906
11,248
116,6266
6,348
25,548
100,10744
4,544
23,2485
35,32409
22,2800
15,388
26,1739
135,7861
92,2138
8,1346
21,1306
28,1
5,1789
89,467
13,4200
137,25960
29,6182
73,372
4,259
57,2803
35,4063
50,2890
0,1942
67,427
52,1974
7,1064
3,1307
45,9018
6,5497
0,5730
77,7064
239,7091
23,1386
129,1405
24,2328
13,3508
67,568
46,20623
48,375
50,8631
4,207
223,241
48,392
19,1633
62,4773
14,1084
15,284
46,11246
31,4874
117,1621
25,3161
84,2110
407,6511
15,1665
21,534
7,188
13,1857
128,2423
18,6401
0,3191
11,1101
196,3283
70,3356
57,292
10,619
56,221
28,2632
13,1648
562,5777
10,541
4,2401
33,4223
16,2084
23,5481
9,3421
127,204
80,488
32,825
19,422
235,935
26,1
91,4218
21,1783
130,22659
75,4718
16,576
46,1665
88,1292
57,228
11,4552
10,826
72,1250
144,1482
63,282
69,2783
39,22316
75,5293
18,18133
73,268
12,563
10,1539
4,2465
133,1353
97,8323
14,8697
14,3766
110,16004
4,492
4,4607
17,3440
32,11510
23,4430
2,720
0,4550
83,161
68,68710
436,145201
59,3486
200,531
153,5397
32,1
9,13748
71,2671
3,361
24,12617
98,3181
5,442
11,2067
57,4249
7,366
74,2039
55,13062
26,421
83,1895
219,2127
61,3190
135,639
26,1
300,2140
7,2089
74,188
95,301
60,7041
62,3170
153,1103
15,3840
223,1151
20,352
110,582
117,1314
24,3176
16,545
12,984
5,208
203,2537
7,1189
60,2052
92,1633
5,405
38,878
0,5201314
88,2330
35,3180
20,21209
8,230
57,607
4,641
58,2824
53,14062
54,5409
19,2304
801,335
12,1141
10,912
7,558
14,182
0,4769
10,3979
91,2800
129,7343
223,10382
36,4856
17,12799
25,1103
20,7018
7,616
112,9757
16,294
72,21497
175,9039
20,8013
157,3726
7,1156
36,1
65,4724
136,383
10,3270
22,3715
2,1687
83,7906
41,12753
17,380
7,430
18,5010
179,698
8,958
20,324
796,1050
43,2703
22,1465
6,4298
11,504
16,246
18,2175
31,8752
22,2000
53,555
48,3810
74,1976
44,1
239,2140
127,1286
91,333
10,175
135,513
31,2436
19,970
113,1981
5,2100
13,1186
39,5322
20,2192
68,16367
15,313
16,4192
134,5220
43,3507
167,5221
100,595
44,15612
27,4003
39,706
1289,1292
193,284
303,3559
160,1146
181,2630
171,174
15,7876
594,24641
50,5806
7,2600
133,4030
41,199
70,896
14,3726
15,2664
22,2872
7,790
371,2388
335,985
123,5176
6,1006
7,4946
29,6130
71,9129
73,527
23,4169
106,3552
14,839
0,3178
4,302
6,2528
36,5271
60,1161
36,1440
115,1250
16,813
4,4514
157,1169
6,1491
20,3086
12,2066
36,1216
269,478
17,625
19,808
45,437
84,2202
104,1944
75,2038
27,6103
5,896
144,946
9,795
182,2449
50,887
24,1044
134,1452
206,765
88,16145
59,7578
7,9752
161,4950
3,534
31,519
11,7472
91,1063
22,2199
27,9596
69,8152
238,1374
91,7668
6,2742
34,1589
29,6792
37,18617
61,1367
3,247
10,866
8,5025
15,4974
7,3323
116,1304
11,6503
60,379
14,671
7,159
37,1145
41,4508
41,5732
12,709
27,4900
23,980
16,1215
10,292
128,567
124,1
16,330
7,6160
11,269
132,516
13,2654
137,6642
14,2641
55,4155
23,2693
38,337
13,3350
60,2446
5,341
26,6275
58,1032
36,505
27,6288
8,1795
110,4803
10,10960
15,7145
28,647
226,2164
41,6724
43,6286
45,2303
52,1799
12,4534
9,3345
24,1784
69,5496
67,310
5,559
29,265
9,1685
202,341
15,339
120,2604
55,1588
6,547
13,504
12,4031
13,723
11,352
79,773
6,381
98,1133
56,244
36,1047
9,2163
10,224
430,4396
5,296
13,1076
9,333
64,758
119,2381
20,1276
67,6061
58,263
12,2098
108,242
37,2554
7,495
17,247
7,985
117,12814
973,104810
40,9461
212,3040
75,807
148,576
570,246684
17,678
8,587
11,8035
46,2696
48,12082
41,448
8,4269
159,702
54,234
90,4887
91,46850
56,3199
14,8857
15,696
63,229
18,344
11,6146
60,1643
21,4672
31,8239
31,818
149,1587
74,931
28,9306
9,975
6,262
6,1510
34,677
4,1147
26,331
104,393
11,355
128,1332
35,3422
13,2879
67,8357
12,1796
12,988
43,3191
55,21274
138,9803
157,7788
129,3346
14,444
7,1648
6,1452
6,936
14,2263
42,1349
19,1068
46,579
19,388
14,1368
2,26576
39,310
13,904
44,7817
9,4331
958,4528
14,2147
177,16341
73,2597
6,63768
23,7431
49,921
14,4583
21,752
45,268
82,1151
151,5616
27,1206
28,2487
25,173
35,2991
32,1650
28,11777
54,553
158,2393
163,786
11,8339
60,4154
5,1309
14,31290
5,883
8,7995
4,5966
5,314
57,3714
7,195
170,772
725,18078
14,7605
18,782
52,1668
21,7021
87,774
9,5001
26,674
78,2913
146,418
55,1878
56,391
24,5131
90,6600
10,33107
51,767
17,290
12,571
10,917
11,7620
134,9297
9,318
64,4838
161,8269
78,2907
18,679
32,435
9,243
26,2907
110,4039
76,879
65,767
11,1027134
14,4189
7,6548
253,37094
9,8417
7,822
15,2554
42,2274
14,1700
3,759
65,3476
125,48179
95,2258
293,3151
58,555
111,4485
0,1545
34,1340
79,11478
7,563
135,4355
75,273
147,922
41,4474
10,7047
6,14365
24,367
136,5044
233,4607
6,338
75,2370
66,240
45,577
22,601
19,2011
3,207
23,2713
68,3668
9,3522
44,710
60,2962
10,5744
85,571
41,1892
33,5094
28,2728
77,490
13,9308
60,3779
29,2056
120,10562
141,316
9,5631
10,2707
76,5401
479,218
17,915
19,2351
10,6754
19,1041
13,6500
10,653
62,1110
231,3790
15,1184
90,686
4,259
35,1131
65,520
69,395
123,1608
258,1496
408,22671
9,1904
11,416
10,227
98,2090
82,1331
47,10407
2,433
10,995
10,449
4,3213
8,374
41,301
11,219
6,344
38,2645
10,560
4,541
84,6351
33,2929
18,515
36,2407
12,474
64,432
14,10472
15,21530
14,5579
19,300
86,4170
136,552
73,331
96,211
3,199
21,3076
24,6987
6,175
45,451
37,1
65,1447
16,15844
7,475
51,168174
59,1
24,4588
77,474
41,323
78,2144
38,1855
4,1243
13,1625
69,998
43,38717
18,305
5,637
8,1451
9,1200
4,145
13,1376
35,1
7,205
8,349
18,656
41,1848
67,603
190,993
7,16991
11,2471
225,3186
3,229
191,109200
402,483
9,1623
296,4899
22,322
60,11368
120,4630
25,741
59,436
3,155
61,4342
4,1564
14,1966
42,7138
0,1208
180,2909
88,395
44,426
9,5961
328,3085
41,2796
47,2177
0,235
10,728
9,301
23,6671
80,25204
26,1835
222,6082
43,7425
55,3715
80,1629
186,9744
11,463
28,25938
19,601
51,8342
4,744
8,252
18,303
30,1639
15,249
23,252
14,3389
10,777
17,2426
66,2427
20,17723
8,240
32,1210
51,1
8,3430
127,3316
74,1561
19,4031
198,199
22,305
56,23376
21,560
34,4436
28,3459
108,3212
101,4083
17,2497
12,2608
9,144
97,25604
57,1083
14,2388
11,2413
27,3475
52,1662
16,16461
20,10267
42,3546
32,1
90,582
5,568
10,1055
20,468
28,500
81,746
129,930
0,2271
11,176
21,1269
120,8852
36,201
23,359
4,358
29,2115
63,365
12,215
17,6507
15,11705
126,14421
3,310
146,295
154,482
39,252
13,183
34,3967
7,757
36,382
51,2860
113,2448
18,1127
19,4147
7,3385
7,1794
17,224
8,389
67,615
153,2602
60,7158
69,435
6,668
9,180
19,1906
8,4751
6,1995
23,469
59,1147
35,3480
122,218
41,1300
9,1321
134,400
16,288
49,265
155,972
7,380
482,214
109,8701
4,428
63,4437
4,1092
99,463
48,1331
39,342
126,281
3,2547
0,743
29,1
6,1023
108,12590
177,367
15,838
50,780
195,5706
24,6024
50,8185
17,4980
8,3267
9,267
52,283
47,2627
4,33382
16,532
32,10153
23,196
11,457
118,1866
266,2593
119,644
136,446
195,4350
70,159
15,487
8,3321
92,322
13,4352
5,3823
11,2135
80,350
13,5008
335,1193
27,7049
37,1393
15,334
36,323
30,333
5,162
4,614
172,231
134,570
17,870
204,5593
135,3382
148,224
38,7899
79,1277
69,1394
344,845463
4,304
8,3995
15,286
44,490
92,12741
35,2559
64,4255
27,649
14,6120
8,797
617,10572
39,3806
5,1753
78,1496
75,3947
162,2805
77,1304
128,373
24,1115
101,208
12,2816
11,3618
157,4842
24,248
13,1218
44,10286
36,1427
45,2914
15,1590
66,1074
168,4587
7,215
70,390
28,2164
15,5566
44,8021
14,5062
16,1075
23,6099
14,252
17,3642
9,16064
47,25654
185,3271
14,3301
14,637
27,1463
7,261
41,5788
9,312
104,13189
97,14477
27,14878
12,2694
9,1045
14,10850
18,985
135,10279
40,3155
62,765
6,2704
177,233
20,3944
150,36082
57,2184
92,629
66,35757
126,3660
73,1370
50,306
14,1931
46,3589
6,801
108,255
16,442
53,1044
9,3135
89,2108
153,475
12,550
0,278
15,371
270,1497
25,3205
86,301
91,5655
185,1000
36,2401
13,246
12,472
121,6082
10,755
54,1182
4,203
8,516
10,4174
30,1
9,17997
107,6874
27,776
19,2969
60,2359
17,1326
11,1081
130,9699
167,507
0,4975
50,6828
179,3724
4,285
78,382
15,250
8,274
5,342
90,1780
17,185
39,378
239,2340
13,1002
17,2289
18,2019
89,2648
173,322
15,1237
987,1930
49,4937
32,1309
74,2973
12,1862
19,248
42,562
120,3469
15,141
14,420
18,384
15,50728
53,669
40,1389
9,7978
16,520
87,2193
234,242
404,3599
107,1935
219,11232
67,833
9,867
26,6125
97,827
88,1106
12,3776
6,648
37,673
53,799
11,271
345,797
106,3699
289,2675
24,2112
39,1210
213,45582
74,2866
16,619
8,609
170,3288
13,315
132,390
14,240
6,288
293,4880
625,12524
6,177
4,2779
18,357
104,485
121,616
71,369
56,226
112,1652
22,521
42,1038
23,1936
111,3694
27,4276
96,7411
8,843
80,1701
28,416
6,223
3,1698
13,1872
50,544
50,4155
54,12582
158,9531
4,1916
85,1446
45,2011
26,1302
37,849
13,579
43,4457
41,2347
15,273
57,907
6,947
15,1446
7,9401
12,17428
75,1335
11,6228
7,185
76,437
137,3166
53,1190
62,380
19,7189
17,7114
4,715
203,22888
55,1205
89,305
7,184
13,360
125,1294
7,2786
73,4912
27,728
17,25170
11,481
89,282
143,1084
53,1478
68,3733
262,969
9,8864
12,13699
288,7908
238,3799
19,2769
90,202
31,4748
168,529
37,5292
6,2729
11,372
12,1556
164,985
33,1349
4,2152
146,7842
17,217
6,530
182,2859
76,59344
47,769
3,7423
50,6943
37,2063
129,1105
36,1
58,5673
65,16722
56,8287
36,312
16,1103
9,2827
25,290
14,1156
42,4009
214,1269
31,1
10,3169
6,766
25,13146
19,1111
24,2272
219,1089
43,62272
26,734
15,4832
38,3775
21,1894
28,10748
37,3147
39,269
16,2022
15,658773
26,3375
9,1370
19,278
36,23235
11,14584
37,8472
13,7781
230,201
136,352
70,9555
22,3022
31,386
12,4641
20,9323
10,5380
20,719
24,28289
16,2038
13,1939
15,153
10,4788
22,1017
14,2494
16,1467
5,602
122,1981
22,5918
34,3458
7,6176
41,571
14,8234
72,3512
12,323
12,11195
13,300
26,411
9,1189
96,11918
15,43850
31,476
33,1846
240,8353
8,7300
99,28241
21,4183
10,462
316,20793
16,157
11,305
110,331
11,380
114,4759
31,422
41,1178
69,230
9,2427
59,402
21,708
54,2411
221,9198
4,9687
41,5211
849,3314
12,2016
6,540
56,10070
432,59666
79,223
131,6014
9,382
152,933
7,682
168,516
74,22757
19,13382
20,525
186,12893
88,3838
31,828
11,1371
0,7570
50,23102
10,9031
151,3169
9,3201
5,758
18,3807
13,1469
116,796
13,375
16,6753
69,3006
217,23750
14,541
153,13174
15,2086
25,1477
52,1500
92,255
88,669
9,1237
8,39712
9,417
12,226
4,332
46,394
5,238
63,172
14,2452
247,6578
74,656
71,424
18,2618
439,4297
17,1041
6,1003
17,4166
8,966
10,725
731,3275
16,2280
6,446
18,4115
16,386
89,18702
16,925
106,13392
216,19180
69,3056
7,813
28,707
10,1461
95,14364
52,3650
29,581
0,246
7,1499
187,1050
